OBJECTID,Oceans,Regions,SubRegions,Sampling Method,Measurement,Unit,Density Range,Density Class,Short Reference,Long Reference,DOI,Organization,Keywords,Accession Number,Accession Link,Latitude,Longitude,Date,GlobalID,x,y
15395,Pacific Ocean,,,PVC cylinder,2115.655853,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,19.117731,-104.38699,6/7/2018 12:00:00 AM,b1858f32-1e64-4ca6-a044-be52ba7a1813,-104.38699,19.117731
15493,Pacific Ocean,,,PVC cylinder,705.218618,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,32.232574,-116.926193,6/29/2018 12:00:00 AM,8b208036-ccfa-45f5-b93d-e56f0f6b6415,-116.926193,32.2325740000001
15444,Pacific Ocean,,,PVC cylinder,17630.465444,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,23.301153,-106.488458,6/16/2018 12:00:00 AM,6bc88253-4fe4-424f-9551-d0e92f423cd5,-106.488458,23.3011530000001
15439,Pacific Ocean,,,PVC cylinder,8462.623413,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,23.301153,-106.488458,6/16/2018 12:00:00 AM,ce542220-a78c-4b9d-9ad6-e9c4a087390b,-106.488458,23.3011530000001
15416,Pacific Ocean,,,PVC cylinder,2820.874471,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,22.375112,-105.68474,6/11/2018 12:00:00 AM,7da958f7-80cd-4d15-a7d9-7af09a49fb20,-105.68474,22.3751120000001
15485,Pacific Ocean,Gulf of California,,PVC cylinder,0,pieces/m3,0-100,Very Low,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,31.680124,-114.495158,6/25/2018 12:00:00 AM,cf9903f4-f244-4df4-9efc-4e9ada837783,-114.495158,31.680124
15462,Pacific Ocean,Gulf of California,,PVC cylinder,2820.874471,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,28.859672,-112.030125,6/21/2018 12:00:00 AM,741ad157-2c94-452c-8423-c8e8049864a3,-112.030125,28.859672
15015,Atlantic Ocean,,,Stainless steel spoon,27120,pieces/m3,500-30000,Medium,González-Hernández et al. 2020,"González-Hernández, M., C. Hernández-Sánchez, J. González-Sálamo, J. López-Darias, J. Hernández-Borges. Monitoring of meso and microplastic debris in Playa Grande beach (Tenerife, Canary Islands, Spain) during a moon cycle. Marine Pollution bulletin, 150, 110757. https://doi.org/10.1016/j.marpolbul.2019.110757",https://doi.org/10.1016/j.marpolbul.2019.110757,"Universidad de La Laguna, Spain",Tenerife; Canary Islands,277839,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0277839,28.152519,-16.43179,7/16/2019 12:00:00 AM,d81c272b-a807-4176-abbc-600d0e4eae71,-16.43179,28.152519
15508,Pacific Ocean,Gulf of California,,PVC cylinder,1410.437236,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,31.022322,-114.832718,7/4/2018 12:00:00 AM,659d5142-0839-408c-8ae6-a0c36654be8c,-114.832718,31.022322
15556,Pacific Ocean,Gulf of California,,PVC cylinder,705.218618,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,22.894645,-109.89479,7/17/2018 12:00:00 AM,a8ea7fb7-e9b1-4f09-9fce-8ab07ec671f1,-109.89479,22.894645
15579,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,706.389134,pieces/m3,500-30000,Medium,Cruz-Salas et al. 2022,"Cruz-Salas, A.A., J.C. Alvarez-Zeferino, S. Ojeda-Benítez, S.E. Cruz-Sotelo, A. Vázquez-Morillas. 2022. Solid waste and microplastics on the beaches of Holbox island, Mexico. Regional Studies in Marine Science 53, 102423. https://doi.org/10.1016/j.rsma.2022.102423",https://doi.org/10.1016/j.rsma.2022.102423,"Universidad Autónoma de Baja California, Mexico",Holbox island; Mexico,278269,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278269,21.526733,-87.37755,5/19/2018 12:00:00 AM,189f2c62-59ba-4c9a-809e-0fb0eae14924,-87.37755,21.526733
15362,Pacific Ocean,,,PVC cylinder,1410.437236,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,16.538785,-98.915883,6/1/2018 12:00:00 AM,51fd3a62-3dec-4173-a5ac-15a7c35f2a72,-98.915883,16.5387850000001
15516,Pacific Ocean,Gulf of California,,PVC cylinder,1410.437236,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,26.729392,-111.906818,7/11/2018 12:00:00 AM,b2b9eeee-9157-4826-9dd1-a5ece41e9e9f,-111.906818,26.7293920000001
15422,Pacific Ocean,,,PVC cylinder,2115.655853,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,21.525186,-105.278947,6/13/2018 12:00:00 AM,e578f551-999c-4712-8afd-f666407d9fe2,-105.278947,21.5251860000001
14984,Atlantic Ocean,,,Stainless steel spoon,4240,pieces/m3,500-30000,Medium,González-Hernández et al. 2020,"González-Hernández, M., C. Hernández-Sánchez, J. González-Sálamo, J. López-Darias, J. Hernández-Borges. Monitoring of meso and microplastic debris in Playa Grande beach (Tenerife, Canary Islands, Spain) during a moon cycle. Marine Pollution bulletin, 150, 110757. https://doi.org/10.1016/j.marpolbul.2019.110757",https://doi.org/10.1016/j.marpolbul.2019.110757,"Universidad de La Laguna, Spain",Tenerife; Canary Islands,277839,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0277839,28.152519,-16.43179,6/26/2019 12:00:00 AM,c33d51b7-889c-4b89-9523-dc6f90177867,-16.43179,28.152519
15230,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,705.218618,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,22.282206,-97.798196,4/8/2018 12:00:00 AM,5f8c07c1-0411-42bf-8c4f-1daf4ba90f74,-97.798196,22.282206
15562,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,0,pieces/m3,0-100,Very Low,Cruz-Salas et al. 2022,"Cruz-Salas, A.A., J.C. Alvarez-Zeferino, S. Ojeda-Benítez, S.E. Cruz-Sotelo, A. Vázquez-Morillas. 2022. Solid waste and microplastics on the beaches of Holbox island, Mexico. Regional Studies in Marine Science 53, 102423. https://doi.org/10.1016/j.rsma.2022.102423",https://doi.org/10.1016/j.rsma.2022.102423,"Universidad Autónoma de Baja California, Mexico",Holbox island; Mexico,278269,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278269,21.5317,-87.3683,5/18/2018 12:00:00 AM,9bbc3520-83a5-42a6-988b-18750e7e7096,-87.3683,21.5317000000001
15316,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,705.218618,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,21.29148,-89.634561,5/5/2018 12:00:00 AM,6fcb52d1-d2a9-4a2c-aae4-824208ddccad,-89.634561,21.29148
15376,Pacific Ocean,,,PVC cylinder,705.218618,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,17.810561,-101.748865,6/2/2018 12:00:00 AM,1d7795c7-f981-4155-ad2e-9c7a69c3ef27,-101.748865,17.8105610000001
15270,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,0,pieces/m3,0-100,Very Low,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,19.430959,-96.321492,4/17/2018 12:00:00 AM,b60a01fc-1bb7-49d4-b1c7-8274a5478079,-96.321492,19.430959
15276,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,705.218618,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,19.430959,-96.321492,4/17/2018 12:00:00 AM,3179341a-99a4-4a78-a15b-4555ad46bc98,-96.321492,19.430959
15021,Atlantic Ocean,,,Stainless steel spoon,33120,pieces/m3,30000-40000,High,González-Hernández et al. 2020,"González-Hernández, M., C. Hernández-Sánchez, J. González-Sálamo, J. López-Darias, J. Hernández-Borges. Monitoring of meso and microplastic debris in Playa Grande beach (Tenerife, Canary Islands, Spain) during a moon cycle. Marine Pollution bulletin, 150, 110757. https://doi.org/10.1016/j.marpolbul.2019.110757",https://doi.org/10.1016/j.marpolbul.2019.110757,"Universidad de La Laguna, Spain",Tenerife; Canary Islands,277839,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0277839,28.152519,-16.43179,7/16/2019 12:00:00 AM,ff135c1b-f7d0-494a-8461-a7e092e24260,-16.43179,28.152519
21768,Atlantic Ocean,Caribbean Sea,,Hand picking,2.888889,pieces/m3,0-100,Very Low,Seemungal et al. 2022,"Seemungal, R., J. Darsan, M. Wilson. 2022. The influence of coastal geomorphology and human activity on plastic debris distribution on a micro-tidal recreational beach on the north coast of Trinidad. Journal of Coastal Conservation 26, 19. https://doi.org/10.1007/s11852-021-00846-z",https://doi.org/10.1007/s11852-021-00846-z,"University of the West Indies, St. Augustine Campus, Trinidad and Tobago",,280519,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280519,10.760339,-61.441728,1/31/2016 12:00:00 AM,0d3736fa-e721-48b2-9bc7-7763cf5b7507,-61.441728,10.760339
14975,Atlantic Ocean,,,Stainless steel spoon,3920,pieces/m3,500-30000,Medium,González-Hernández et al. 2020,"González-Hernández, M., C. Hernández-Sánchez, J. González-Sálamo, J. López-Darias, J. Hernández-Borges. Monitoring of meso and microplastic debris in Playa Grande beach (Tenerife, Canary Islands, Spain) during a moon cycle. Marine Pollution bulletin, 150, 110757. https://doi.org/10.1016/j.marpolbul.2019.110757",https://doi.org/10.1016/j.marpolbul.2019.110757,"Universidad de La Laguna, Spain",Tenerife; Canary Islands,277839,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0277839,28.152519,-16.43179,6/17/2019 12:00:00 AM,936a9cef-e5ed-4f55-b5c9-1daf148992ee,-16.43179,28.152519
14978,Atlantic Ocean,,,Stainless steel spoon,80,pieces/m3,0-100,Very Low,González-Hernández et al. 2020,"González-Hernández, M., C. Hernández-Sánchez, J. González-Sálamo, J. López-Darias, J. Hernández-Borges. Monitoring of meso and microplastic debris in Playa Grande beach (Tenerife, Canary Islands, Spain) during a moon cycle. Marine Pollution bulletin, 150, 110757. https://doi.org/10.1016/j.marpolbul.2019.110757",https://doi.org/10.1016/j.marpolbul.2019.110757,"Universidad de La Laguna, Spain",Tenerife; Canary Islands,277839,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0277839,28.152519,-16.43179,6/17/2019 12:00:00 AM,2b395788-62ae-4f65-8ca3-303356498812,-16.43179,28.152519
15568,Atlantic Ocean,Gulf of Mexico,,PVC cylinder,706.389134,pieces/m3,500-30000,Medium,Cruz-Salas et al. 2022,"Cruz-Salas, A.A., J.C. Alvarez-Zeferino, S. Ojeda-Benítez, S.E. Cruz-Sotelo, A. Vázquez-Morillas. 2022. Solid waste and microplastics on the beaches of Holbox island, Mexico. Regional Studies in Marine Science 53, 102423. https://doi.org/10.1016/j.rsma.2022.102423",https://doi.org/10.1016/j.rsma.2022.102423,"Universidad Autónoma de Baja California, Mexico",Holbox island; Mexico,278269,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278269,21.5317,-87.3683,5/18/2018 12:00:00 AM,58059376-fbb9-471e-b0ca-bcb9a23a4e09,-87.3683,21.5317000000001
15370,Pacific Ocean,,,PVC cylinder,705.218618,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,17.810561,-101.748865,6/2/2018 12:00:00 AM,e079b3b4-bb57-4c66-89c4-39a2155fa447,-101.748865,17.8105610000001
15545,Pacific Ocean,,,PVC cylinder,2115.655853,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,23.327094,-110.174193,7/14/2018 12:00:00 AM,d4b5c493-6c14-44aa-a347-199b2954a5d3,-110.174193,23.327094
15476,Pacific Ocean,Gulf of California,,PVC cylinder,2115.655853,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,31.29732,-113.541203,6/23/2018 12:00:00 AM,140b6ef4-245b-4a7b-b543-64f172c75252,-113.541203,31.2973200000001
15402,Pacific Ocean,,,PVC cylinder,4231.311707,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,20.751055,-105.37303,6/9/2018 12:00:00 AM,2d8dd000-9046-4fe2-a0d7-d0603d2bed08,-105.37303,20.7510550000001
21782,Atlantic Ocean,Caribbean Sea,,Hand picking,0,pieces/m3,0-100,Very Low,Seemungal et al. 2022,"Seemungal, R., J. Darsan, M. Wilson. 2022. The influence of coastal geomorphology and human activity on plastic debris distribution on a micro-tidal recreational beach on the north coast of Trinidad. Journal of Coastal Conservation 26, 19. https://doi.org/10.1007/s11852-021-00846-z",https://doi.org/10.1007/s11852-021-00846-z,"University of the West Indies, St. Augustine Campus, Trinidad and Tobago",,280519,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280519,10.758064,-61.436573,9/27/2015 12:00:00 AM,0b4d3d8e-55b4-49ec-b69e-0bc7fec4c57f,-61.436573,10.758064
15425,Pacific Ocean,,,PVC cylinder,705.218618,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,21.525186,-105.278947,6/13/2018 12:00:00 AM,961d96db-238a-4df6-b985-1df817e1c048,-105.278947,21.5251860000001
15359,Pacific Ocean,,,PVC cylinder,2820.874471,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,16.538785,-98.915883,6/1/2018 12:00:00 AM,9be9e7ab-377a-49e6-8b87-3ab8dea3728f,-98.915883,16.5387850000001
15353,Pacific Ocean,,,PVC cylinder,3526.093089,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,15.664929,-96.544661,5/30/2018 12:00:00 AM,716fd404-570b-4635-b889-1bbc49d1bce2,-96.544661,15.664929
15525,Pacific Ocean,Gulf of California,,PVC cylinder,1410.437236,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,24.14189,-110.349147,7/13/2018 12:00:00 AM,b2881637-dbde-4465-9d40-80a6f3114ad4,-110.349147,24.14189
15453,Pacific Ocean,Gulf of California,,PVC cylinder,2820.874471,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,27.916643,-110.775325,6/19/2018 12:00:00 AM,ec2507fe-8781-4bbb-bfd0-257b027f32d5,-110.775325,27.9166430000001
15502,Pacific Ocean,Gulf of California,,PVC cylinder,1410.437236,pieces/m3,500-30000,Medium,Alvarez-Zeferino et al. 2020,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,31.022322,-114.832718,7/4/2018 12:00:00 AM,afe08dca-8668-45ea-8387-12d12a626164,-114.832718,31.022322
